GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,Publisher Name,Publisher ZipCode,Object Type,Language,Pages,Start Page,Company Name,Company NAIC,Class Terms,Subject Terms
871246002,Ex-Official For N.S.A. Accepts Deal In Leak Case,2011-06-11,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.14,,,,['Leaking of information']
871305427,Somalis Kill Man Behind Bombings Of U.S. Embassies,2011-06-12,Newspapers,"['Gettleman, Jeffrey']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,['Al Qaeda'],['813940'],,"['Bombings', 'Assassinations & assassination attempts', 'Fatalities']"
872419126,Japanese 'K' Computer Is Ranked Most Powerful,2011-06-20,Newspapers,"['Kopytoff, Verne G']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.6,,,,"['Supercomputers', 'Ratings & rankings', 'Computer science', 'Competition', 'Computers']"
872423235,U.S. Pressing Its Crackdown Against Leaks,2011-06-18,Newspapers,"['Scott, Shane']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,['Fox News Channel'],['515120'],,"['Classified information', 'Leaking of information', 'Criminal investigations', 'Prosecutions']"
872573504,"Upending Anonymity, These Days the Web Unmasks Everyone",2011-06-21,Newspapers,"['Stelter, Brian']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,,,,"['Biometrics', 'Internet', 'Right of privacy', 'Cameras', 'Invasion of privacy']"
873112664,"In G.O.P. Presidential Race, a Focus on Cash Over Votes",2011-06-22,Newspapers,"['Zeleny, Jeff']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.10,['Republican Party'],['813940'],,"['Candidates', 'Presidential elections', 'Reporting requirements', 'Meetings', 'Political finance', 'Fund raising']"
873485244,Veteran of Iraq War Now Fights His Own Deportation,2011-06-24,Newspapers,"['Nesmith, Susannah']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.16,,,,"['Citizenship', 'Deportation']"
873485441,Long Road to Capture,2011-06-24,Newspapers,"['Moore, Lori']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.17,,,,"['Racketeering', 'Indictments', 'Public hearings', 'Murders & murder attempts']"
874006142,The Judge Who Cracked the Bulger Case,2011-06-29,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.22,,,,"['Federal court decisions', 'Obstruction of justice', 'Court hearings & proceedings', 'Editorials', 'Organized crime', 'Judges & magistrates']"
874290948,Mob Figure May Unearth Corruption of Lawmen,2011-07-01,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,['Federal Bureau of Investigation--FBI'],,,"['Competition', 'Criminal investigations', 'Obstruction of justice', 'Court decisions', 'Organized crime', 'Fugitives', 'Arrests', 'Police corruption', 'Informers']"
874408571,Obama Nominates Counterterrorism Center Director,2011-07-02,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.13,,,,['Counterterrorism']
876036377,Calendar,2011-07-13,Newspapers,"['Fabricant, Florence']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,D.4,,,,
876982488,No Jail Time in Trial Over N.S.A. Leak,2011-07-16,Newspapers,"['Scott, Shane']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.13,['National Security Agency'],['928110'],,"['Classified information', 'Indictments', 'Legal fees', 'Court hearings & proceedings', 'Leaking of information', 'Convictions', 'Parole & probation', 'Trials']"
876982522,Republicans Hold Up Vote On Extension Of F.B.I. Term,2011-07-16,Newspapers,"['Savage, Charlie']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.13,"['Federal Bureau of Investigation--FBI', 'Republican Party']",['813940'],,"['National security', 'Hearings & confirmations']"
877800819,Murdoch Aides Long Obscured Scandal's Scale,2011-07-19,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,"['News of the World', 'News Corp']","['511110', '511110', '515120', '551112']",,"['Executives', 'Police corruption', 'Hackers', 'Journalistic ethics', 'Scandals', 'Victims of crime', 'Arrests', 'Quarantine', 'Electronic surveillance']"
878760116,The City Payroll May Include a Few Too Many Bosses,2011-07-24,Newspapers,"['Mihalopoulos, Dan']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.21A,,,,"['Budgets', 'Mayors', 'Political appointments', 'Employees']"
878760149,Finding The Secret 11 Words,2011-07-24,Newspapers,"['Roberts, Sam']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,SR.12,['Department of Defense'],['928110'],,"['National security', 'Classified information', 'Vietnam War']"
878805453,Dodd-Frank Backers Clash With Regulator,2011-07-23,Newspapers,"['Appelbaum, Binyamin']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.1,['Office of the Comptroller of the Currency'],['926150'],,"['Regulation of financial institutions', 'Risk management', 'Wall Street Reform & Consumer Protection Act 2010-US']"
879668856,Ex-Counterterrorism Aide Warns Against Complacency on Al Qaeda,2011-07-29,Newspapers,"['Schmitt, Eric']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.8,"['Al Qaeda', 'Central Intelligence Agency--CIA']","['813940', '928110', '928120']",,"['Terrorism', 'National security', 'Counterterrorism']"
879851681,Judge Agrees to Limit Writer's Testimony,2011-07-30,Newspapers,"['Savage, Charlie']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.15,['Central Intelligence Agency--CIA'],"['928110', '928120']",,"['Classified information', 'Trials', 'Court hearings & proceedings', 'Testimony', 'Leaking of information', 'Freedom of the press', 'Reporters']"
880320785,Complaint Seeks Punishment for Classification of Documents,2011-08-02,Newspapers,"['Scott, Shane']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.16,"['National Security Agency', 'Department of Justice']","['928110', '922130']",,"['Classified information', 'Leaking of information', 'Complaints']"
880320807,Inside the Times,2011-08-02,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.2,,,,"['Radical groups', 'Demonstrations & protests']"
880793827,A Chef Finds Healing in Food,2011-08-03,Newspapers,"['Gordinier, Jeff']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,D.1,,,,"['Food', 'Chefs', 'Restaurants', 'Arthritis', 'Personal profiles', 'Diet']"
881439791,China's Premier Seeks Reforms And Relevance,2011-08-08,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,['Communist Party-China'],['813940'],,"['High speed rail', 'Railroad accidents & safety', 'Accident investigations', 'Censorship', 'Reforms']"
881941222,"For Murdoch, a Board Meeting With Friendly Faces",2011-08-10,Newspapers,"['Peters, Jeremy W']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.1,['News Corp'],"['511110', '515120', '551112']",,"['Boards of directors', 'Corporate governance', 'Scandals', 'Outside directors']"
881941275,Prosecutors Back Maximum Prison Term in Galleon Case,2011-08-10,Newspapers,"['Lattman, Peter']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.4,['Galleon Group'],['523920'],,"['Insider trading', 'Securities fraud', 'Hedge funds', 'Prosecutions', 'Criminal sentences']"
882524743,U.S. Relies on Contractors in Somalia Conflict,2011-08-11,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,"['Al-Shabaab', 'Bancroft Global Development', 'Central Intelligence Agency--CIA']","['813940', '561612', '928110', '928120']",,"['Military training', 'Contractors', 'Defense contracts', 'Covert operations']"
882984570,C.I.A. Is Disputed On Civilian Toll In Drone Strikes,2011-08-12,Newspapers,"['Scott, Shane']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,['Central Intelligence Agency--CIA'],"['928110', '928120']",,"['Military air strikes', 'International relations-US']"
882984655,"British Police Are Assailed by Politicians and Protesters, for Different Reasons",2011-08-12,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.8,,,,"['Violence', 'Riot control', 'Ammunition', 'Police']"
883419751,Sending the Police Before There's a Crime,2011-08-16,Newspapers,"['Goode, Erica']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.11,,,,"['Data mining', 'Crime prevention', 'Community policing', 'Arrests']"
884507560,Casualties on Both Sides as Israel and Gaza Trade Fire,2011-08-21,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.6,"['Hamas', 'Popular Resistance Committee']","['813940', '813940']",,"['Military air strikes', 'Fatalities', 'International relations', 'Palestinian people']"
885035585,Why Is That a Secret?,2011-08-25,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.26,"['Information Security Oversight Office', 'National Security Agency']","['921190', '928110']",,"['Government waste', 'Classified information', 'Editorials', 'Disclosure', 'Espionage', 'Whistleblowing']"
886534843,Inside the Times,2011-09-01,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.2,"['Legislature-California', 'California Conservation Corps']","['921120', '813410']",,['Automation']
887608897,Leak Offers Look At Efforts By U.S. To Spy On Israel,2011-09-06,Newspapers,"['Scott, Shane']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,['Federal Bureau of Investigation--FBI'],['922120'],,"['Diplomatic & consular services', 'Criminal sentences', 'Verbal communication', 'Congressional investigations', 'Espionage', 'Leaking of information', 'Blogs']"
888079815,Militant Band Claims Role In Western China Attacks,2011-09-09,Newspapers,"['Wines, Michael']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.10,,,,['Riots']
888231735,Intelligence Bill Advances in the House,2011-09-10,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.14,,,,
888331138,Court Case Asks If 'Big Brother' Is Spelled GPS,2011-09-11,Newspapers,"['Liptak, Adam']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,,,,
888331192,Civil Liberties Today,2011-09-11,Newspapers,"['Liptak, Adam']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,F.14,,,,"['USA PATRIOT Act 2001-US', 'Criminal law', 'Preventive detention', 'Civil liberties', 'Terrorism']"
889162042,C.I.A. Examining Legality of Work With Police Dept.,2011-09-14,Newspapers,"['Mazzetti, Mark']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.31,['Central Intelligence Agency--CIA'],"['928110', '928120']",,"['Congressional investigations', 'Intelligence gathering']"
890014543,"Beneath Hoodie, Many Layers of Belichick",2011-09-16,Newspapers,"['Sandomir, Richard']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.12,['NFL Network'],['515120'],,"['Professional football', 'Motion pictures', 'Documentary films']"
890639955,"Friends of U.S., Terrorists in Eyes of Law",2011-09-19,Newspapers,"['Frosch, Dan']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.14,,,,"['Immigration policy', 'Political asylum', 'Politics', 'Noncitizens']"
89124686,"Low Income, Top Scores: A School Defies the Odds",2010-04-26,Newspapers,"['Otterman, Sharon']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.18,,,,"['Learning', 'Mathematics teachers', 'Mathematics education', 'Core curriculum', 'Low income groups', 'Elementary schools', 'Academic achievement', 'Urban schools']"
89192841,White House Quietly Courts Muslims in U.S.,2010-04-19,Newspapers,"['Elliott, Andrea']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,,,,"['Policy making', 'Airline security', 'Civil liberties', 'Terrorism', 'Muslims']"
893244816,Split Decision and Barbed Comments Show a Court Deeply Divided on Wiretapping,2011-09-22,Newspapers,"['Lichtblau, Eric']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.15,['Department of Justice'],['922130'],,"['Federal court decisions', 'Electronic eavesdropping', 'Judges & magistrates', 'Civil rights']"
893244972,Public Said to Be Misled On Use of the Patriot Act,2011-09-22,Newspapers,"['Savage, Charlie']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.15,,,,"['USA PATRIOT Act 2001-US', 'National security', 'Criminal investigations', 'Surveillance of citizens', 'Intelligence gathering', 'Civil rights', 'Congressional hearings']"
894795554,Advocate's Visa Delay Stirs Questions,2011-09-30,Newspapers,"['Semple, Kirk']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.17,,,,"['Human rights', 'Civil liberties', 'Passports & visas']"
896378610,Accountability Avoidance: The Obama team fails to stop citizens from suing over warrantless wiretapping,2011-10-06,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.34,"['US Court of Appeals-Second Circuit', 'Department of Justice']","['922110', '922130']",,"['Litigation', 'Federal court decisions', 'Immunity from prosecution', 'Editorials', 'Electronic eavesdropping']"
896504569,Romney Rounds Up Backing Among Key G.O.P. Donors,2011-10-07,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.16,,,,"['State elections', 'Veterans', 'Hedge funds', 'Political campaigns', 'Presidential elections']"
896992910,Government Aims to Build A 'Data Eye In the Sky',2011-10-11,Newspapers,"['Markoff, John']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,D.1,,,,"['Social networks', 'Automation', 'Research & development--R&D', 'Earthquake damage', 'Passports & visas', 'Right of privacy', 'Internet', 'Traffic flow', 'Pandemics', 'Data collection']"
897479104,"Justifying the Killing of an American: The government's legal memo on Anwar al-Awlaki's death is a step, but not enough of one",2011-10-12,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.22,,,,"['Trials', 'Assassinations & assassination attempts', 'Judicial reviews', 'Editorials']"
898382698,Germans Condemn Police Use of Spyware,2011-10-15,Newspapers,"['Kulish, Nicholas']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.5,,,,"['Surveillance of citizens', 'Software', 'Privacy', 'Robbery', 'Data integrity', 'Criminal investigations', 'Civil liberties', 'Cybersecurity', 'Electronic surveillance']"
898658234,"Raising an Album, From Pigpen to Studio",2011-10-18,Newspapers,"['Sisario, Ben']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.1,,,,"['Hogs', 'Electronic music', 'Musical recordings', 'Performing artists', 'Personal profiles']"
905859061,"Torture Used On Protesters In Bahrain, Report Says",2011-11-24,Newspapers,"['Bakri, Nada']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.8,,,,"['Security services', 'Press conferences', 'Demonstrations & protests', 'Torture', 'Political activism']"
905859207,Breaking Through the Clouds at the Debate,2011-11-24,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.34,['Republican Party'],['813940'],,"['Debates', 'Humanitarian aid', 'Editorials', 'Presidential elections', 'Primaries & caucuses', 'Immigration policy']"
906148392,Running a Red Light. Stealing a Wallet. The Cameras Are Watching.,2011-11-27,Newspapers,"['Warren, James']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.33A,['Chicago News Cooperative'],['511110'],,"['Traffic accidents & safety', 'Cameras', 'Robbery', 'Data mining']"
906325936,"For New Coach at Ohio State, It's First Down and $4 Million",2011-11-29,Newspapers,"['Bishop, Greg']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,['Ohio State University'],['611310'],,"['Colleges & universities', 'College football', 'Coaches & managers', 'College presidents', 'Contracts']"
906532484,Lawyers for Galleon Chief Will Make Final Effort to Delay His Surrender to Prison,2011-11-30,Newspapers,"['Lattman, Peter']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.11,['Galleon Group'],['523920'],,"['Federal court decisions', 'Attorneys', 'Trials', 'Evidence', 'Court hearings & proceedings']"
906884303,Inside the Times,2011-12-01,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.2,,,,"['Marijuana', 'Art galleries & museums', 'Design', 'Coaches & managers']"
906885178,Pac-12 Doormat Hires Quirky Coach,2011-12-01,Newspapers,"['Thamel, Pete']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.15,['Washington State University'],['611310'],,"['College football', 'Revenue sharing', 'Coaches & managers', 'Contracts']"
907570719,"Go Online, Beat a Puzzle, And Become A British Spy",2011-12-03,Newspapers,"['Burns, John F']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.6,,,,"['Espionage', 'Computer & video games', 'Network security', 'Professional recruitment', 'Hackers']"
907774186,Hopefuls Are Pressed to Prove Their Conservatism,2011-12-04,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.23,"['Fox News Channel', 'Republican Party']","['515120', '813940']",,"['Candidates', 'Presidential elections', 'Health care policy', 'Conservatism', 'Debates', 'Primaries & caucuses']"
908468865,"Full Speed Ahead, Without a Map, Into New Realms of Possibility",2011-12-06,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,D.11,,,,"['User interface', 'World Wide Web']"
909199897,Crash of Stealth C.I.A. Drone in Iran Reveals Secret U.S. Surveillance Effort,2011-12-08,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.6,,,,['Aviation']
909712098,Iran Shows Video It Says Is of U.S. Drone,2011-12-09,Newspapers,"['Gladstone, Rick']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.10,,,,"['Armed forces', 'Propaganda']"
910149988,China's Spies Are Catching Up,2011-12-11,Newspapers,"['Wise, David']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,SR.5,,,,"['Espionage', 'Defense industry']"
910701357,Beirut Bank Seen as a Hub Of Hezbollah's Financing,2011-12-14,Newspapers,"['Becker, Jo']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,"['Lebanese Canadian Bank SAL', 'Hezbollah-Party of God']","['522110', '813940']",,"['Money laundering', 'Cocaine', 'Terrorism', 'Organized crime']"
910923460,Searching for Apps Is Finally Getting Easier,2011-12-15,Newspapers,"['Tedeschi, Bob']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.6,,,,"['Search engines', 'Electronic commerce']"
911468187,Private in WikiLeaks Spying Case Goes to Court,2011-12-17,Newspapers,"['Scott, Shane']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.13,"['Fort Meade Defense Information School-Maryland', 'Army-US']","['611310', '928110']",,"['Armed forces', 'Court hearings & proceedings', 'Espionage', 'Leaking of information', 'Recusal', 'Government documents']"
911684446,Tebow and Broncos Have No Comeback for Patriots,2011-12-19,Newspapers,"['Battista, Judy']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,D.1,"['Denver Broncos', 'New England Patriots']","['711211', '711211']",,"['Professional football', 'Athletes']"
912406539,The Listings,2011-12-23,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.27,['Brooklyn Museum'],['712110'],,"['Art galleries & museums', 'Art exhibits']"
912697534,Science and Censorship: A Duel Lasting Centuries,2011-12-27,Newspapers,"['Broad, William J']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,D.1,,,,"['Censorship', 'Journals', 'Biomedical research', 'Science']"
912787640,"Year of Lessons, Transitions And Hybrids",2011-12-28,Newspapers,"['Benoit, Andy']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.13,,,,['Athletes']
912886404,14 Muslim Leaders Plan Boycott of Breakfast With Mayor,2011-12-29,Newspapers,"['Taylor, Kate']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.23,,,,"['Muslims', 'Councils', 'Criminal statistics', 'Criminal investigations']"
913020257,The Listings,2011-12-30,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.23,['Brooklyn Museum'],['712110'],,"['Art galleries & museums', 'Art exhibits']"
913020305,Court Upholds Law That Protects Companies Aiding U.S. Surveillance,2011-12-30,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.4,,,,
913244305,"Obscuring a Muslim Name, and an American's Sacrifice",2012-01-02,Newspapers,"['Otterman, Sharon']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.17,"['World Trade Center-New York City NY', 'Police Department-New York City NY']","['813910', '922120']",,"['Ambulance services', 'Police stations', 'Heroism & heroes', 'Muslim Americans', 'Memorials & monuments', 'Terrorism']"
913310231,"On Eve of First Voting of 2012, Urgent Appeals",2012-01-03,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.12,,,,"['Primaries & caucuses', 'Presidential elections', 'State elections']"
913310246,China Set to Punish Another Human Rights Activist,2012-01-03,Newspapers,"['Jacobs, Andrew']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.6,,,,"['Politics', 'Political parties', 'Political leadership', 'Criminal sentences', 'Political activism']"
914277605,Documenter Of Protests Has Run-In Of His Own,2012-01-06,Newspapers,"['Moynihan, Colin']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.23,,,,"['Demonstrations & protests', 'Video equipment', 'Cameras']"
914277624,The Listings,2012-01-06,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.21,,,,['Art galleries & museums']
915649476,Spare Times,2012-01-13,Newspapers,"['Mancuso, Anne']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.18,,,,['Museums']
915651194,The Listings,2012-01-13,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.22,,,,['Art galleries & museums']
916126023,"Focusing on Nomination, Paul Plots a Backup Plan",2012-01-16,Newspapers,"['OPPEL, RICHARD A, Jr']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.15,['Republican Party'],['813940'],,"['Primaries & caucuses', 'Presidential elections', 'Candidates', 'Election results', 'Political campaigns']"
916669210,Q&A: Finding the Owner of a Lost Camera,2012-01-19,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.10,,,,['Digital cameras']
916819402,The Lisrings,2012-01-20,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.23,,,,['Art galleries & museums']
917278902,"In Police Training, a Dark Film on U.S. Muslims",2012-01-24,Newspapers,"['Powell, Michael']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,"['Police Department-New York City NY', 'Clarion Fund Inc']","['922120', '813940']",,"['Motion pictures', 'Muslims', 'Civil rights', 'Bias', 'Nonprofit organizations', 'Racial profiling', 'Police training']"
917278916,Justices Reject GPS Tracking In a Drug Case,2012-01-24,Newspapers,"['Liptak, Adam']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,['Supreme Court-US'],['922110'],,"['Supreme Court decisions', 'Private property', 'Criminal investigations', 'Search warrants', 'Global positioning systems--GPS', 'Surveillance of citizens', 'Civil rights']"
917831889,GPS and the Right to Privacy,2012-01-26,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.30,['Supreme Court-US'],['922110'],,"['Supreme Court decisions', 'Drug trafficking', 'Global positioning systems--GPS', 'Editorials', 'Search & seizure', 'Constitutional law']"
917993843,The Listings,2012-01-27,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.24,,,,['Chess']
919173082,Militants Plead Guilty in Plan to Bomb London Stock Exchange,2012-02-02,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.10,['London Stock Exchange'],['523210'],,"['Bombings', 'Conspiracy', 'Terrorism']"
919627788,The Listings,2012-02-03,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.25,,,,"['Chess', 'Art galleries & museums']"
919895794,A Day to Roam and Write,2012-02-05,Newspapers,"['Bosman, Julie']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,MB.2,,,,"['Lifestyles', 'Writers']"
920764024,The Listings,2012-02-10,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.24,,,,"['Chess', 'Art galleries & museums']"
921692254,"Amid Rivalry, Friendship Blossoms on the Campaign Trail",2012-02-17,Newspapers,"['OPPEL, RICHARD A, Jr']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.14,['Republican Party'],['813940'],,"['Primaries & caucuses', 'Presidential elections', 'Management styles', 'Candidates', 'Personal relationships']"
921692472,The Listings,2012-02-17,Newspapers,['The New York Times'],11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.22,,,,"['Chess', 'Art galleries & museums', 'Impressionism']"
922198854,Posthumous Polk Award For Times Correspondent,2012-02-20,Newspapers,"['Barron, James']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.14,,,,"['Awards & honors', 'Newspapers', 'Journalists', 'Fatalities']"
922308370,"In New Book, Ex-Senator Says Fear Clouded Judgment After 9/11",2012-02-21,Newspapers,"['Hulse, Carl']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.14,"['Democratic Party', 'Senate']","['813940', '921120']",,"['Bipartisan Campaign Reform Act 2002-US', 'Iraq War-2003', 'Political campaigns', 'Political risk', 'USA PATRIOT Act 2001-US', 'Senators', 'Books', 'Autobiographies']"
923156309,The Listings,2012-02-24,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.22,,,,"['Chess', 'Art galleries & museums', 'Impressionism']"
925673356,The Listings,2012-03-02,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.19,,,,"['Art galleries & museums', 'Impressionism', 'Folk art']"
926158201,"Surveillance, Security and Civil Liberties",2012-03-04,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,SR.10,['Police Department-New York City NY'],['922120'],,"['Muslim Americans', 'Editorials', 'Surveillance of citizens', 'Terrorism', 'Civil liberties']"
926158262,Venerated High Priest And Humble Servant Of Music Education,2012-03-04,Newspapers,"['Wakin, Daniel J']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,AR.1,['Roman Catholic Church'],['813110'],,"['Musicians & conductors', 'Classical music', 'Music education']"
